folder,value,photo_name,photo_name_length
1801185,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1801185/IMG_5276_outlet.JPG,IMG_5276_outlet.JPG,19
1801185,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1801185/IMG_5277_barrel.JPG,IMG_5277_barrel.JPG,19
1800360,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800360/IMG_5278_road.JPG,IMG_5278_road.JPG,17
1800360,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800360/IMG_5279_upstream.JPG,IMG_5279_upstream.JPG,21
1800360,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800360/IMG_5280.JPG,IMG_5280.JPG,12
1800360,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800360/IMG_5281_inlet.JPG,IMG_5281_inlet.JPG,18
1800360,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800360/IMG_5282_downstream.JPG,IMG_5282_downstream.JPG,23
1800360,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800360/IMG_5283_outlet.JPG,IMG_5283_outlet.JPG,19
1800360,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800360/IMG_5284_barrel.JPG,IMG_5284_barrel.JPG,19
1800360,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800360/IMG_5285.JPG,IMG_5285.JPG,12
1800360,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800360/IMG_5286.JPG,IMG_5286.JPG,12
1800180,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800180/IMG_5287_road.JPG,IMG_5287_road.JPG,17
1800180,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800180/IMG_5288_upstream.JPG,IMG_5288_upstream.JPG,21
1800180,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800180/IMG_5289_inlet.JPG,IMG_5289_inlet.JPG,18
1800180,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800180/IMG_5290_barrel.JPG,IMG_5290_barrel.JPG,19
1800180,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800180/IMG_5291_downstream.JPG,IMG_5291_downstream.JPG,23
1800180,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800180/IMG_5292_outlet.JPG,IMG_5292_outlet.JPG,19
1800180,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800180/IMG_5293.JPG,IMG_5293.JPG,12
1800372,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800372/IMG_5294_road.JPG,IMG_5294_road.JPG,17
1800372,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800372/IMG_5295_upstream.JPG,IMG_5295_upstream.JPG,21
1800372,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800372/IMG_5296_downstream.JPG,IMG_5296_downstream.JPG,23
1800372,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800372/IMG_5297_outlet.JPG,IMG_5297_outlet.JPG,19
1800372,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800372/IMG_5298_inlet.JPG,IMG_5298_inlet.JPG,18
1800372,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1800372/IMG_5299_barrel.JPG,IMG_5299_barrel.JPG,19
1803682,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803682/IMG_5302_upstream.JPG,IMG_5302_upstream.JPG,21
1803682,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803682/IMG_5303.JPG,IMG_5303.JPG,12
1803682,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803682/IMG_5304_inlet.JPG,IMG_5304_inlet.JPG,18
1803682,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803682/IMG_5305_barrel.JPG,IMG_5305_barrel.JPG,19
1803682,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803682/IMG_5306_outlet.JPG,IMG_5306_outlet.JPG,19
1803682,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803682/IMG_5307_downstream.JPG,IMG_5307_downstream.JPG,23
1803682,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803682/no_photo_road.JPG,no_photo_road.JPG,17
1803706,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803706/IMG_5308_road.JPG,IMG_5308_road.JPG,17
1803706,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803706/IMG_5309_upstream.JPG,IMG_5309_upstream.JPG,21
1803706,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803706/IMG_5310.JPG,IMG_5310.JPG,12
1803706,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803706/IMG_5311_inlet.JPG,IMG_5311_inlet.JPG,18
1803706,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803706/IMG_5312.JPG,IMG_5312.JPG,12
1803706,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803706/IMG_5313_downstream.JPG,IMG_5313_downstream.JPG,23
1803706,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803706/IMG_5314_outlet.JPG,IMG_5314_outlet.JPG,19
1803706,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803706/IMG_5315_barrel.JPG,IMG_5315_barrel.JPG,19
1802611,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802611/IMG_5316_road.JPG,IMG_5316_road.JPG,17
1802611,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802611/IMG_5317_upstream.JPG,IMG_5317_upstream.JPG,21
1802611,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802611/IMG_5318.JPG,IMG_5318.JPG,12
1802611,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802611/IMG_5319_inlet.JPG,IMG_5319_inlet.JPG,18
1802611,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802611/IMG_5320.JPG,IMG_5320.JPG,12
1802611,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802611/IMG_5321_barrel.JPG,IMG_5321_barrel.JPG,19
1802611,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802611/IMG_5322_outlet.JPG,IMG_5322_outlet.JPG,19
1802611,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802611/IMG_5323_downstream.JPG,IMG_5323_downstream.JPG,23
1803697,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803697/IMG_5324_road.JPG,IMG_5324_road.JPG,17
1803697,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803697/IMG_5325_upstream.JPG,IMG_5325_upstream.JPG,21
1803697,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803697/IMG_5326_inlet.JPG,IMG_5326_inlet.JPG,18
1803697,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803697/IMG_5327_downstream.JPG,IMG_5327_downstream.JPG,23
1803697,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803697/IMG_5328_outlet.JPG,IMG_5328_outlet.JPG,19
1803697,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1803697/IMG_5329_barrel.JPG,IMG_5329_barrel.JPG,19
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5330_road.JPG,IMG_5330_road.JPG,17
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5331.JPG,IMG_5331.JPG,12
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5332.JPG,IMG_5332.JPG,12
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5334.JPG,IMG_5334.JPG,12
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5335_upstream.JPG,IMG_5335_upstream.JPG,21
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5336.JPG,IMG_5336.JPG,12
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5337_inlet.JPG,IMG_5337_inlet.JPG,18
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5338.JPG,IMG_5338.JPG,12
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5339_outlet.JPG,IMG_5339_outlet.JPG,19
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5340_barrel.JPG,IMG_5340_barrel.JPG,19
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5341_downstream.JPG,IMG_5341_downstream.JPG,23
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5342.JPG,IMG_5342.JPG,12
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5349.JPG,IMG_5349.JPG,12
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5350.JPG,IMG_5350.JPG,12
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5351.JPG,IMG_5351.JPG,12
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5352.JPG,IMG_5352.JPG,12
1804693,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804693/IMG_5353.JPG,IMG_5353.JPG,12
1804694,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804694/IMG_5343_road.JPG,IMG_5343_road.JPG,17
1804694,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804694/IMG_5344_upstream.JPG,IMG_5344_upstream.JPG,21
1804694,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804694/IMG_5345_downstream.JPG,IMG_5345_downstream.JPG,23
1804694,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804694/IMG_5346_inlet.JPG,IMG_5346_inlet.JPG,18
1804694,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804694/IMG_5347_outlet.JPG,IMG_5347_outlet.JPG,19
1804694,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1804694/IMG_5348_barrel.JPG,IMG_5348_barrel.JPG,19
2021083003,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/2021083003/AI_IMG_5379.JPG,AI_IMG_5379.JPG,15
2021083003,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/2021083003/AI_IMG_5381.JPG,AI_IMG_5381.JPG,15
2021083003,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/2021083003/IMG_5354_road.JPG,IMG_5354_road.JPG,17
2021083003,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/2021083003/IMG_5355_upstream.JPG,IMG_5355_upstream.JPG,21
2021083003,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/2021083003/IMG_5356_inlet.JPG,IMG_5356_inlet.JPG,18
2021083003,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/2021083003/IMG_5357_barrel.JPG,IMG_5357_barrel.JPG,19
2021083003,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/2021083003/IMG_5358_downstream.JPG,IMG_5358_downstream.JPG,23
2021083003,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/2021083003/IMG_5359_outlet.JPG,IMG_5359_outlet.JPG,19
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_5459.JPG,AI_IMG_5459.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_5460.JPG,AI_IMG_5460.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_5461.JPG,AI_IMG_5461.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_5462.JPG,AI_IMG_5462.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_5463.JPG,AI_IMG_5463.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_5464.JPG,AI_IMG_5464.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_5465.JPG,AI_IMG_5465.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_5466.JPG,AI_IMG_5466.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_5467.JPG,AI_IMG_5467.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_5468.JPG,AI_IMG_5468.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6208_barrel.JPG,AI_IMG_6208_barrel.JPG,22
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6209.JPG,AI_IMG_6209.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6210.JPG,AI_IMG_6210.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6211.JPG,AI_IMG_6211.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6212.JPG,AI_IMG_6212.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6213.JPG,AI_IMG_6213.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6214.JPG,AI_IMG_6214.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6215.JPG,AI_IMG_6215.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6216.JPG,AI_IMG_6216.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6217.JPG,AI_IMG_6217.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6218.JPG,AI_IMG_6218.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6219.JPG,AI_IMG_6219.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/AI_IMG_6220.JPG,AI_IMG_6220.JPG,15
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/IMG_5422_road.JPG,IMG_5422_road.JPG,17
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/IMG_5423_upstream.JPG,IMG_5423_upstream.JPG,21
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/IMG_5424.JPG,IMG_5424.JPG,12
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/IMG_5425.JPG,IMG_5425.JPG,12
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/IMG_5426_inlet.JPG,IMG_5426_inlet.JPG,18
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/IMG_5427_outlet.JPG,IMG_5427_outlet.JPG,19
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/IMG_5428_downstream.JPG,IMG_5428_downstream.JPG,23
1802106,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802106/IMG_5429.JPG,IMG_5429.JPG,12
1802088,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802088/IMG_5430_road.JPG,IMG_5430_road.JPG,17
1802088,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802088/IMG_5431_upstream.JPG,IMG_5431_upstream.JPG,21
1802088,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802088/IMG_5432_inlet.JPG,IMG_5432_inlet.JPG,18
1802088,C:/Users/allan/OneDrive/New_Graph/Current/2021-034-hctf-bulkley-fish-passage/scripts/fish_passage_skeena_2021_reporting/data/photos/1802088/IMG_5433_barrel.JPG,IMG_5433_barrel.JPG,19
